Case Number,ID,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,Ward,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
HW547019,9403693,11/22/2013 12:00:00 AM,042XX N MOODY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1624,38,6,1134635,1927436,2013,11/28/2013 10:38:29 AM,41.957082894,-87.780438699,"(41.957082894, -87.780438699)"
HW546908,9403459,11/24/2013 03:00:00 PM,049XX W FLOURNOY ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1533,24,6,1143839,1896548,2013,11/28/2013 11:30:31 AM,41.872155031,-87.747377406,"(41.872155031, -87.747377406)"
HW546293,9403476,11/16/2013 01:00:00 PM,050XX W DEMING PL,890,THEFT,FROM BUILDING,ABANDONED BUILDING,FALSE,FALSE,2521,31,6,1142412,1916539,2013,11/28/2013 11:19:09 AM,41.927039248,-87.752119357,"(41.927039248, -87.752119357)"
HW546554,9403296,11/24/2013 03:30:00 PM,048XX N CLARK ST,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,FALSE,FALSE,2032,46,6,1165199,1932844,2013,11/28/2013 09:51:26 AM,41.971326565,-87.667921606,"(41.971326565, -87.667921606)"
HW549219,9405817,11/13/2013 12:00:00 PM,055XX N SAWYER AVE,843,THEFT,ATTEMPT FINANCIAL IDENTITY THEFT,RESIDENCE,FALSE,FALSE,1712,40,6,1153754,1936657,2013,11/28/2013 11:07:04 AM,41.982025869,-87.70990428,"(41.982025869, -87.70990428)"
HW548968,9405659,11/16/2013 05:00:00 AM,009XX W WRIGHTWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1935,43,6,1169564,1917505,2013,11/28/2013 10:44:48 AM,41.929141615,-87.652319257,"(41.929141615, -87.652319257)"
HW548975,9405672,09/23/2013 12:01:00 AM,011XX S WHIPPLE ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,FALSE,FALSE,1134,28,6,1156159,1894998,2013,11/28/2013 10:58:00 AM,41.86766198,-87.702186998,"(41.86766198, -87.702186998)"
HW548936,9405686,11/26/2013 01:45:00 PM,055XX S HYDE PARK BLVD,820,THEFT,$500 AND UNDER,CTA BUS,FALSE,FALSE,235,5,6,1188636,1868797,2013,11/28/2013 07:09:42 AM,41.795047912,-87.583799333,"(41.795047912, -87.583799333)"
HW549013,9405698,11/21/2013 06:30:00 PM,0000X W TERMINAL ST,820,THEFT,$500 AND UNDER,AIRPORT TRANSPORTATION SYSTEM (ATS),FALSE,FALSE,1651,41,6,1100317,1935189,2013,11/28/2013 08:52:57 AM,41.978896531,-87.906463888,"(41.978896531, -87.906463888)"
HW548834,9405721,11/21/2013 03:00:00 PM,057XX N NORTHWEST HWY,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,1611,41,6,1132287,1938221,2013,11/28/2013 08:51:57 AM,41.986719233,-87.788818799,"(41.986719233, -87.788818799)"
HW549108,9405733,11/26/2013 02:00:00 PM,008XX S PLYMOUTH CT,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,123,2,6,1176235,1896230,2013,11/28/2013 11:49:25 AM,41.87061398,-87.628447976,"(41.87061398, -87.628447976)"
HW548767,9405552,11/24/2013 03:00:00 PM,021XX W SUMMERDALE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2012,40,6,1161101,1935465,2013,11/28/2013 10:17:35 AM,41.978605054,-87.682917238,"(41.978605054, -87.682917238)"
HW548897,9405598,02/07/2013 10:00:00 AM,074XX S ST LAWRENCE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,323,6,6,1181567,1855665,2013,11/28/2013 10:59:54 AM,41.759178651,-87.610126051,"(41.759178651, -87.610126051)"
HW548751,9405636,11/26/2013 12:00:00 PM,070XX S WINCHESTER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,735,17,6,1164619,1857706,2013,11/28/2013 11:00:33 AM,41.765153634,-87.672182283,"(41.765153634, -87.672182283)"
HW548634,9405344,08/29/2013 09:00:00 AM,099XX S PEORIA ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2232,34,6,1172033,1838678,2013,11/28/2013 11:00:14 AM,41.712778635,-87.64556514,"(41.712778635, -87.64556514)"
HW548635,9405189,11/26/2013 08:00:00 AM,049XX W DAKIN ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,1634,45,6,1142904,1925839,2013,11/28/2013 10:40:52 AM,41.952550164,-87.75007893,"(41.952550164, -87.75007893)"
HW548667,9405258,11/13/2013 10:00:00 AM,085XX S PAULINA ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,614,18,6,1166541,1847996,2013,11/28/2013 10:57:07 AM,41.738467275,-87.665413849,"(41.738467275, -87.665413849)"
HW549765,9406469,11/26/2013 08:00:00 PM,034XX N RACINE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1924,44,6,1167724,1922755,2013,11/28/2013 10:36:20 AM,41.943587773,-87.65892889,"(41.943587773, -87.65892889)"
HW549825,9406470,11/16/2013 02:00:00 PM,016XX W 95TH ST,820,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2221,21,6,1167320,1841755,2013,11/28/2013 05:59:28 AM,41.721324412,-87.662737901,"(41.721324412, -87.662737901)"
HW549850,9406512,11/02/2013 12:00:00 PM,069XX S LAFLIN ST,810,THEFT,OVER $500,VACANT LOT/LAND,FALSE,FALSE,734,17,6,1167502,1858381,2013,11/28/2013 05:48:26 AM,41.766944627,-87.661595883,"(41.766944627, -87.661595883)"
HW549734,9406555,11/24/2013 02:00:00 PM,003XX E 109TH ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,513,9,6,1180258,1832796,2013,11/28/2013 06:01:11 AM,41.696453403,-87.61562227,"(41.696453403, -87.61562227)"
HW549876,9406580,11/26/2013 10:00:00 PM,079XX S PEORIA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,621,17,6,1171723,1852248,2013,11/28/2013 06:08:03 AM,41.750023398,-87.64630377,"(41.750023398, -87.64630377)"
HW549525,9406077,11/26/2013 06:30:00 AM,033XX W MAYPOLE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1123,28,6,1153824,1900818,2013,11/28/2013 08:47:59 AM,41.883679464,-87.710604201,"(41.883679464, -87.710604201)"
HW549528,9406136,11/26/2013 02:00:00 PM,059XX W MADISON ST,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1513,29,6,1136528,1899353,2013,11/28/2013 10:19:48 AM,41.879986151,-87.774152527,"(41.879986151, -87.774152527)"
HW549601,9406156,11/26/2013 08:49:00 PM,052XX S HARPER AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,234,4,6,1187140,1870924,2013,11/28/2013 11:45:05 AM,41.800920218,-87.589217569,"(41.800920218, -87.589217569)"
HW549357,9405921,11/26/2013 06:45:00 PM,009XX W BELMONT AVE,870,THEFT,POCKET-PICKING,CTA PLATFORM,FALSE,FALSE,1933,44,6,1169257,1921390,2013,11/28/2013 09:27:52 AM,41.939808919,-87.653334147,"(41.939808919, -87.653334147)"
HW549397,9405931,11/26/2013 08:20:00 PM,038XX W NORTH AVE,820,THEFT,$500 AND UNDER,GROCERY FOOD STORE,FALSE,FALSE,2535,30,6,1150244,1910394,2013,11/28/2013 11:20:20 AM,41.910027519,-87.723500416,"(41.910027519, -87.723500416)"
HW549176,9405773,02/28/2013 09:00:00 AM,071XX S CORNELL AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,324,5,6,1188438,1857703,2013,11/28/2013 11:05:12 AM,41.764609832,-87.584879475,"(41.764609832, -87.584879475)"
HW549170,9405805,11/26/2013 03:30:00 PM,037XX N BROADWAY,820,THEFT,$500 AND UNDER,RESTAURANT,FALSE,FALSE,1925,46,6,1170523,1924837,2013,11/28/2013 10:44:18 AM,41.949239969,-87.648580037,"(41.949239969, -87.648580037)"
HW549840,9406595,10/31/2013 03:00:00 PM,012XX W 61ST ST,810,THEFT,OVER $500,ABANDONED BUILDING,FALSE,FALSE,713,16,6,1168966,1864365,2013,11/28/2013 05:04:21 AM,41.783333965,-87.656056996,"(41.783333965, -87.656056996)"
HW549827,9406597,11/26/2013 01:30:00 PM,006XX N MICHIGAN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,SMALL RETAIL STORE,FALSE,FALSE,1834,42,6,1177345,1905076,2013,11/28/2013 11:04:51 AM,41.894862797,-87.624104445,"(41.894862797, -87.624104445)"
HW549672,9406617,11/25/2013 02:00:00 PM,076XX S PAULINA ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,611,17,6,1166307,1853724,2013,11/28/2013 05:51:50 AM,41.754190709,-87.666108445,"(41.754190709, -87.666108445)"
HW549938,9406629,11/22/2013 04:00:00 PM,044XX W LAKE ST,810,THEFT,OVER $500,CONSTRUCTION SITE,FALSE,FALSE,1113,28,6,1146398,1901707,2013,11/28/2013 09:33:30 AM,41.886263614,-87.737850705,"(41.886263614, -87.737850705)"
HW538183,9406643,11/17/2013 05:00:00 AM,057XX S PRINCETON AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,711,20,6,1175318,1866500,2013,11/28/2013 06:12:58 AM,41.789052974,-87.632704733,"(41.789052974, -87.632704733)"
HW549957,9406676,11/22/2013 08:00:00 AM,056XX N NEVA AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1612,41,6,1127846,1937336,2013,11/28/2013 11:04:30 AM,41.984367022,-87.805173223,"(41.984367022, -87.805173223)"
HW549974,9406755,11/26/2013 10:30:00 PM,092XX S HALSTED ST,880,THEFT,PURSE-SNATCHING,RESIDENCE-GARAGE,FALSE,FALSE,2223,21,6,1172569,1843292,2013,11/28/2013 05:06:53 AM,41.725428349,-87.643466736,"(41.725428349, -87.643466736)"
HW550008,9406799,01/01/2013 09:00:00 AM,041XX W WASHINGTON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1115,28,6,1148632,1900128,2013,11/28/2013 11:11:14 AM,41.881887829,-87.729687645,"(41.881887829, -87.729687645)"
HW549946,9406902,11/20/2013 06:00:00 AM,039XX N NEENAH AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1632,38,6,1131857,1925477,2013,11/28/2013 10:18:30 AM,41.951755918,-87.790697248,"(41.951755918, -87.790697248)"
HW550028,9406919,11/26/2013 07:00:00 PM,022XX W HURON ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1221,1,6,1161033,1904584,2013,11/28/2013 06:14:44 AM,41.893867089,-87.684027447,"(41.893867089, -87.684027447)"
HW550058,9406922,11/27/2013 01:00:00 AM,113XX S ST LAWRENCE AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,531,9,6,1182311,1830075,2013,11/28/2013 06:19:14 AM,41.68893942,-87.608189366,"(41.68893942, -87.608189366)"
HW549703,9406925,11/26/2013 02:45:00 PM,081XX S BURNHAM AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,422,7,6,1196291,1851426,2013,11/28/2013 05:13:19 AM,41.747194176,-87.556304498,"(41.747194176, -87.556304498)"
HW549842,9406929,11/26/2013 11:00:00 PM,043XX W HADDON AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1111,37,6,1147155,1907348,2013,11/28/2013 09:05:05 AM,41.901728686,-87.734926319,"(41.901728686, -87.734926319)"
HW549828,9406953,11/26/2013 08:00:00 PM,012XX W FULLERTON AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1811,32,6,1167528,1916038,2013,11/28/2013 07:10:45 AM,41.92516022,-87.659843234,"(41.92516022, -87.659843234)"
HW550047,9406955,11/26/2013 10:00:00 PM,018XX S KILDARE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1012,24,6,1147877,1890770,2013,11/28/2013 07:30:31 AM,41.856222894,-87.732700452,"(41.856222894, -87.732700452)"
HW549994,9406959,09/27/2013 12:01:00 AM,055XX S SHORE DR,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,235,5,6,1189522,1868372,2013,11/28/2013 07:26:49 AM,41.793860438,-87.580564068,"(41.793860438, -87.580564068)"
HW549586,9406208,11/18/2013 09:00:00 AM,076XX S HERMITAGE AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,611,17,6,1166047,1854012,2013,11/28/2013 11:03:14 AM,41.754986551,-87.667053089,"(41.754986551, -87.667053089)"
HW549681,9406327,11/26/2013 10:00:00 PM,010XX W GLENLAKE AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2433,48,6,1167856,1940476,2013,11/28/2013 09:38:50 AM,41.992211927,-87.657930264,"(41.992211927, -87.657930264)"
HW549673,9406427,11/26/2013 02:50:00 PM,066XX S HONORE ST,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,726,15,6,1165115,1860716,2013,11/28/2013 05:52:38 AM,41.773403004,-87.670279237,"(41.773403004, -87.670279237)"
HW549792,9406434,11/26/2013 12:00:00 PM,132XX S ST LAWRENCE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,533,9,6,1182632,1817364,2013,11/28/2013 06:23:48 AM,41.654051172,-87.607406215,"(41.654051172, -87.607406215)"
HW549973,9407656,11/26/2013 12:00:00 PM,046XX S ELLIS AVE,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,222,4,6,1183661,1874430,2013,11/28/2013 09:47:40 AM,41.81062289,-87.601866649,"(41.81062289, -87.601866649)"
HW549043,9407670,11/26/2013 04:30:00 PM,011XX W ARMITAGE AVE,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1811,32,6,1168502,1913419,2013,11/28/2013 09:48:34 AM,41.917952494,-87.656340298,"(41.917952494, -87.656340298)"
HW550176,9407026,11/25/2013 12:18:00 PM,064XX S STATE ST,890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,312,20,6,1177348,1862222,2013,11/28/2013 06:50:12 AM,41.777268068,-87.625390604,"(41.777268068, -87.625390604)"
HW550179,9407027,06/03/2013 10:00:00 AM,107XX S STATE ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,513,9,6,1178196,1833739,2013,11/28/2013 11:10:39 AM,41.699088032,-87.623143544,"(41.699088032, -87.623143544)"
HW550231,9407069,11/26/2013 08:00:00 PM,018XX N KEELER AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,2534,30,6,1148055,1911982,2013,11/28/2013 08:41:17 AM,41.914427574,-87.731501054,"(41.914427574, -87.731501054)"
HW550259,9407071,11/23/2013 10:00:00 AM,029XX S DR MARTIN LUTHER KING JR DR,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,133,4,6,1179439,1885339,2013,11/28/2013 07:28:33 AM,41.840655594,-87.61701873,"(41.840655594, -87.61701873)"
HW550254,9407090,11/23/2013 07:00:00 PM,111XX S PRINCETON AVE,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,522,34,6,1176230,1830856,2013,11/28/2013 05:21:17 AM,41.691220915,-87.630428247,"(41.691220915, -87.630428247)"
HW549897,9407096,11/26/2013 08:00:00 PM,116XX S AVENUE G,820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,433,10,6,1203196,1828512,2013,11/28/2013 05:51:03 AM,41.684142538,-87.531784986,"(41.684142538, -87.531784986)"
HW550112,9407105,11/22/2013 06:22:00 PM,112XX S ELLIS AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,531,9,6,1183171,1830777,2013,11/28/2013 05:32:46 AM,41.690845894,-87.605019237,"(41.690845894, -87.605019237)"
HW550337,9407138,11/26/2013 06:00:00 PM,024XX N GENEVA TER,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,1935,43,6,1171779,1916886,2013,11/28/2013 10:40:33 AM,41.927394487,-87.644198157,"(41.927394487, -87.644198157)"
HW550416,9407164,09/27/2013 10:00:00 AM,056XX W 64TH PL,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,812,13,6,1140127,1861277,2013,11/28/2013 06:52:24 AM,41.775434637,-87.76186725,"(41.775434637, -87.76186725)"
HW550297,9407181,10/13/2013 01:00:00 PM,095XX S YALE AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,511,21,6,1176251,1841729,2013,11/28/2013 05:09:15 AM,41.721057503,-87.630026257,"(41.721057503, -87.630026257)"
HW550265,9407187,11/26/2013 10:30:00 PM,005XX W GRENSHAW ST,810,THEFT,OVER $500,STREET,FALSE,FALSE,124,2,6,1172850,1895360,2013,11/28/2013 06:21:16 AM,41.868302243,-87.640901104,"(41.868302243, -87.640901104)"
HW550439,9407207,09/14/2013 12:00:00 AM,003XX W ILLINOIS ST,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,1831,42,6,1173988,1903590,2013,11/28/2013 06:25:33 AM,41.890860614,-87.636477986,"(41.890860614, -87.636477986)"
HW550492,9407209,11/26/2013 11:00:00 PM,014XX N MAPLEWOOD AVE,810,THEFT,OVER $500,STREET,FALSE,FALSE,1423,26,6,1159183,1909509,2013,11/28/2013 07:45:22 AM,41.907419915,-87.690686396,"(41.907419915, -87.690686396)"
HW550501,9407234,11/12/2013 10:00:00 AM,077XX S KINGSTON AVE,890,THEFT,FROM BUILDING,ABANDONED BUILDING,FALSE,FALSE,421,7,6,1194499,1853917,2013,11/28/2013 05:58:39 AM,41.754073896,-87.562789002,"(41.754073896, -87.562789002)"
HW550378,9407238,11/15/2013 03:19:00 PM,001XX N STATE ST,860,THEFT,RETAIL THEFT,DEPARTMENT STORE,TRUE,FALSE,111,42,6,1176392,1900920,2013,11/28/2013 06:16:56 AM,41.883480076,-87.627730028,"(41.883480076, -87.627730028)"
HW550130,9407256,11/21/2013 01:30:00 PM,025XX W 45TH ST,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,FALSE,922,12,6,1159837,1874780,2013,11/28/2013 07:05:52 AM,41.81210654,-87.689241016,"(41.81210654, -87.689241016)"
HW550382,9407266,11/23/2013 11:00:00 AM,007XX W GRAND AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1214,27,6,1171118,1903727,2013,11/28/2013 06:23:29 AM,41.891300027,-87.647013945,"(41.891300027, -87.647013945)"
HW550567,9407279,11/26/2013 09:00:00 PM,017XX S PAULINA ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1234,25,6,1165355,1891675,2013,11/28/2013 06:36:01 AM,41.858352879,-87.668521429,"(41.858352879, -87.668521429)"
HW550528,9407354,03/05/2013 09:00:00 AM,012XX W CORNELIA AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,1924,44,6,1167220,1923333,2013,11/28/2013 11:11:58 AM,41.945184697,-87.660764675,"(41.945184697, -87.660764675)"
HW544778,9407416,11/22/2013 09:30:00 PM,027XX N HALSTED ST,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,FALSE,FALSE,1935,43,6,1170427,1918408,2013,11/28/2013 10:20:32 AM,41.931600635,-87.649121539,"(41.931600635, -87.649121539)"
HW549505,9407461,11/26/2013 08:00:00 PM,013XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1824,42,6,1175334,1909114,2013,11/28/2013 06:19:40 AM,41.905988648,-87.631368867,"(41.905988648, -87.631368867)"
HW550424,9407463,11/14/2013 12:00:00 PM,049XX W SCHOOL ST,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,1634,38,6,1142556,1921519,2013,11/28/2013 11:15:23 AM,41.940702178,-87.751466014,"(41.940702178, -87.751466014)"
HW550918,9407598,11/27/2013 05:00:00 AM,015XX S RIDGEWAY AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1014,24,6,1151671,1892054,2013,11/28/2013 07:31:38 AM,41.859672669,-87.718740677,"(41.859672669, -87.718740677)"
HW465174,9321579,09/22/2013 08:00:00 PM,023XX S MICHIGAN AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,131,2,6,1177532,1889067,2013,11/28/2013 06:53:00 AM,41.850928923,-87.623903608,"(41.850928923, -87.623903608)"
HW448676,9304292,09/11/2013 12:54:00 PM,001XX S RIVERSIDE PLZ,810,THEFT,OVER $500,OTHER,TRUE,FALSE,121,2,6,1173387,1899601,2013,11/28/2013 06:52:58 AM,41.879927926,-87.638803701,"(41.879927926, -87.638803701)"
HW388400,9243125,07/31/2013 02:00:00 PM,003XX W ADAMS ST,890,THEFT,FROM BUILDING,COMMERCIAL / BUSINESS OFFICE,TRUE,FALSE,122,2,6,1174320,1899444,2013,11/28/2013 06:52:55 AM,41.879476339,-87.635382566,"(41.879476339, -87.635382566)"
HW376981,9231023,07/24/2013 12:00:00 PM,005XX W ADAMS ST,890,THEFT,FROM BUILDING,COLLEGE/UNIVERSITY GROUNDS,TRUE,FALSE,121,2,6,1172466,1899315,2013,11/28/2013 06:52:51 AM,41.879163526,-87.642193922,"(41.879163526, -87.642193922)"
HW467843,9324557,09/16/2013 04:30:00 PM,014XX S MUSEUM CAMPUS DR,890,THEFT,FROM BUILDING,OTHER,FALSE,FALSE,132,2,6,1179970,1893680,2013,11/28/2013 06:53:03 AM,41.863531656,-87.614814071,"(41.863531656, -87.614814071)"
HW501813,9358288,10/19/2013 01:30:00 PM,046XX W MONROE ST,810,THEFT,OVER $500,APARTMENT,FALSE,TRUE,1113,28,6,1145201,1899195,2013,11/27/2013 10:04:38 AM,41.879393098,-87.742309946,"(41.879393098, -87.742309946)"
HW500636,9356835,10/20/2013 12:00:00 PM,026XX W FARRAGUT AVE,810,THEFT,OVER $500,APARTMENT,FALSE,FALSE,2011,40,6,1157758,1934727,2013,11/27/2013 01:55:30 PM,41.976648942,-87.695231474,"(41.976648942, -87.695231474)"
HW496847,9353458,10/16/2013 01:00:00 PM,049XX N BROADWAY,810,THEFT,OVER $500,SMALL RETAIL STORE,FALSE,FALSE,2033,48,6,1167457,1933179,2013,11/27/2013 01:55:35 PM,41.97219739,-87.659609027,"(41.97219739, -87.659609027)"
HW489966,9346511,10/12/2013 10:00:00 AM,059XX W DAKIN ST,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,1633,38,6,1135922,1925596,2013,11/27/2013 03:53:54 PM,41.952010867,-87.775751234,"(41.952010867, -87.775751234)"
HW490269,9347040,10/12/2013 12:46:00 PM,052XX S COTTAGE GROVE AVE,890,THEFT,FROM BUILDING,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,233,4,6,1182431,1870640,2013,11/27/2013 03:01:33 PM,41.800251466,-87.606495665,"(41.800251466, -87.606495665)"
HW488544,9345234,10/11/2013 09:20:00 AM,063XX W HENDERSON ST,880,THEFT,PURSE-SNATCHING,STREET,FALSE,FALSE,1633,36,6,1133737,1921646,2013,11/27/2013 03:53:02 PM,41.94121037,-87.783876533,"(41.94121037, -87.783876533)"
HW489301,9345931,10/11/2013 05:15:00 PM,040XX N NARRAGANSETT AVE,880,THEFT,PURSE-SNATCHING,SIDEWALK,FALSE,FALSE,1632,38,6,1132939,1925939,2013,11/27/2013 03:53:15 PM,41.953004827,-87.786708918,"(41.953004827, -87.786708918)"
HW527896,9384639,11/09/2013 07:30:00 PM,012XX N CLARK ST,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,1821,42,6,1175275,1908509,2013,11/27/2013 12:22:27 PM,41.904329824,-87.631603773,"(41.904329824, -87.631603773)"
HW527356,9384130,11/08/2013 03:30:00 PM,006XX W 60TH ST,810,THEFT,OVER $500,RESIDENCE,FALSE,FALSE,711,20,6,1172701,1864826,2013,05/31/2015 12:48:20 PM,41.784517455,-87.642349681,"(41.784517455, -87.642349681)"
HW525352,9382569,11/08/2013 03:00:00 AM,014XX N MASSASOIT AVE,820,THEFT,$500 AND UNDER,STREET,FALSE,FALSE,2531,29,6,1137791,1908857,2013,11/27/2013 10:35:27 AM,41.906043653,-87.769285461,"(41.906043653, -87.769285461)"
HW524835,9381849,11/06/2013 11:45:00 PM,051XX S KEDZIE AVE,895,THEFT,FROM COIN-OP MACHINE/DEVICE,COIN OPERATED MACHINE,FALSE,FALSE,822,14,6,1155872,1870460,2013,11/27/2013 09:10:45 PM,41.800332504,-87.703900711,"(41.800332504, -87.703900711)"
HW524478,9381525,10/03/2013 07:15:00 PM,019XX W HARRISON ST,810,THEFT,OVER $500,SIDEWALK,FALSE,FALSE,1231,2,6,1163792,1897354,2013,11/27/2013 09:10:26 PM,41.873969635,-87.674098544,"(41.873969635, -87.674098544)"
HW523362,9380249,11/06/2013 02:00:00 PM,005XX N LAKE SHORE DR NB,860,THEFT,RETAIL THEFT,SIDEWALK,FALSE,FALSE,1834,42,6,1180175,1903795,2013,11/27/2013 09:10:12 PM,41.891283014,-87.61375023,"(41.891283014, -87.61375023)"
HW538026,9394380,11/18/2013 01:30:00 AM,003XX W ERIE ST,810,THEFT,OVER $500,OTHER,FALSE,FALSE,1831,42,6,1173751,1904673,2013,11/27/2013 12:22:41 PM,41.893837706,-87.637316096,"(41.893837706, -87.637316096)"
HW537128,9393302,11/16/2013 02:10:00 PM,106XX S LANGLEY AVE,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,512,9,6,1182759,1834510,2013,11/27/2013 03:43:27 PM,41.701099291,-87.606412243,"(41.701099291, -87.606412243)"
HW536216,9392689,11/16/2013 06:40:00 PM,074XX S SOUTH SHORE DR,820,THEFT,$500 AND UNDER,APARTMENT,FALSE,TRUE,334,7,6,1195844,1856455,2013,05/15/2014 12:36:49 PM,41.761005191,-87.557776279,"(41.761005191, -87.557776279)"
HW535968,9392593,11/16/2013 02:45:00 PM,031XX S ROBINSON ST,820,THEFT,$500 AND UNDER,SIDEWALK,FALSE,FALSE,912,11,6,1165959,1883672,2013,11/27/2013 05:26:40 PM,41.836379029,-87.666532463,"(41.836379029, -87.666532463)"
HW535115,9391915,11/15/2013 07:00:00 AM,053XX S DAMEN AVE,820,THEFT,$500 AND UNDER,RESIDENCE,FALSE,FALSE,932,16,6,1163978,1868947,2013,11/27/2013 04:55:46 PM,41.796013915,-87.674215934,"(41.796013915, -87.674215934)"
HW532817,9389462,11/14/2013 01:56:00 AM,052XX S DAMEN AVE,810,THEFT,OVER $500,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,932,16,6,1163872,1869857,2013,11/27/2013 12:22:35 PM,41.798513297,-87.67457907,"(41.798513297, -87.67457907)"
HW530572,9389101,11/12/2013 01:20:00 PM,008XX W NORTH AVE,860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,FALSE,FALSE,1813,43,6,1170437,1910906,2013,11/27/2013 12:22:33 PM,41.911014553,-87.649304694,"(41.911014553, -87.649304694)"
HW531842,9388807,11/13/2013 01:00:00 PM,016XX N TROY ST,820,THEFT,$500 AND UNDER,LIBRARY,FALSE,FALSE,1421,26,6,1155137,1910569,2013,11/27/2013 05:41:03 PM,41.910410865,-87.705520712,"(41.910410865, -87.705520712)"
